"","review_scores_rating","high_booking_rate"
"12347",97,0
"12348",92,1
"12349",85,0
"12350",100,1
"12351",100,0
"12352",95,1
"12353",99,1
"12354",91,0
"12355",100,0
"12356",100,0
"12357",97,1
"12358",95,0
"12359",99,0
"12360",88,1
"12361",100,0
"12362",100,0
"12363",87,1
"12364",95,1
"12365",100,0
"12366",100,0
"12367",95,0
"12368",93,0
"12369",97,1
"12370",97,1
"12371",100,0
"12372",97,0
"12373",98,1
"12374",95,0
"12375",92,0
"12376",95,0
"12377",95,0
"12378",96,0
"12379",97,0
"12380",100,0
"12381",60,0
"12382",100,0
"12383",93,0
"12384",92,0
"12385",100,1
"12386",91,0
"12387",100,0
"12388",100,0
"12389",99,0
"12390",94,0
"12391",90,0
"12392",87,1
"12393",93,0
"12394",90,0
"12395",98,0
"12396",98,0
"12397",93,0
"12398",87,0
"12399",100,0
"12400",80,0
"12401",95,1
"12402",82,0
"12403",96,0
"12404",97,0
"12405",84,0
"12406",93,1
"12407",95,0
"12408",95,0
"12409",97,1
"12410",93,1
"12411",100,0
"12412",95,0
"12413",97,1
"12414",100,0
"12415",90,0
"12416",97,0
"12417",91,0
"12418",95,0
"12419",98,0
"12420",100,0
"12421",85,0
"12422",89,0
"12423",100,0
"12424",100,0
"12425",96,0
"12426",93,1
"12427",96,0
"12428",100,0
"12429",97,1
"12430",95,1
"12431",80,0
"12432",92,0
"12433",82,0
"12434",80,0
"12435",95,1
"12436",96,0
"12437",100,0
"12438",85,0
"12439",100,0
"12440",100,0
"12441",96,1
"12442",98,1
"12443",80,0
"12444",100,0
"12445",80,0
"12446",100,0
"12447",85,0
"12448",100,0
"12449",100,0
"12450",98,0
"12451",100,0
"12452",100,0
"12453",94,0
"12454",96,0
"12455",100,0
"12456",94,1
"12457",100,1
"12458",90,0
"12459",100,1
"12460",80,1
"12461",92,0
"12462",93,0
"12463",95,1
"12464",100,0
"12465",97,0
"12466",100,0
"12467",87,0
"12468",95,0
"12469",99,0
"12470",93,1
"12471",100,0
"12472",87,0
"12473",100,0
"12474",100,0
"12475",97,0
"12476",100,0
"12477",97,0
"12478",95,0
"12479",100,0
"12480",94,0
"12481",95,0
"12482",98,1
"12483",83,0
"12484",97,0
"12485",100,0
"12486",68,1
"12487",94,0
"12488",100,0
"12489",82,0
"12490",100,0
"12491",100,0
"12492",95,0
"12493",97,0
"12494",40,0
"12495",80,0
"12496",97,0
"12497",91,0
"12498",100,0
"12499",91,0
"12500",100,0
"12501",92,0
"12502",89,0
"12503",88,0
"12504",100,0
"12505",98,0
"12506",93,0
"12507",99,1
"12508",92,0
"12509",100,0
"12510",83,0
"12511",95,0
"12512",100,0
"12513",100,0
"12514",87,0
"12515",92,0
"12516",100,0
"12517",96,1
"12518",92,1
"12519",100,0
"12520",99,0
"12521",100,0
"12522",87,1
"12523",98,0
"12524",92,0
"12525",91,1
"12526",94,0
"12527",80,0
"12528",99,0
"12529",89,0
"12530",100,0
"12531",97,0
"12532",96,1
"12533",100,0
"12534",96,1
"12535",100,0
"12536",94,1
"12537",98,1
"12538",100,0
"12539",93,1
"12540",84,1
"12541",95,0
"12542",98,1
"12543",95,0
"12544",95,0
"12545",94,0
"12546",90,0
"12547",99,0
"12548",99,1
"12549",100,0
"12550",100,0
"12551",100,0
"12552",95,1
"12553",100,0
"12554",100,0
"12555",95,1
"12556",100,0
"12557",90,1
"12558",100,0
"12559",80,0
"12560",100,0
"12561",97,0
"12562",100,0
"12563",100,0
"12564",100,0
"12565",97,1
"12566",97,1
"12567",80,0
"12568",94,0
"12569",100,0
"12570",100,1
"12571",98,0
"12572",98,0
"12573",95,0
"12574",89,1
"12575",80,0
"12576",95,0
"12577",81,1
"12578",68,0
"12579",96,0
"12580",100,0
"12581",90,0
"12582",97,0
"12583",100,0
"12584",92,0
"12585",100,0
"12586",80,0
"12587",100,0
"12588",95,0
"12589",96,0
"12590",94,1
"12591",92,0
"12592",98,1
"12593",100,0
"12594",100,0
"12595",95,1
"12596",100,0
"12597",100,0
"12598",84,1
"12599",93,0
"12600",89,0
"12601",100,0
"12602",100,0
"12603",99,1
"12604",100,0
"12605",97,0
"12606",96,0
"12607",95,0
"12608",100,0
"12609",92,0
"12610",90,0
"12611",96,0
"12612",94,1
"12613",93,0
"12614",100,0
"12615",100,0
"12616",93,0
"12617",93,0
"12618",94,0
"12619",97,1
"12620",40,0
"12621",97,1
"12622",99,1
"12623",92,1
"12624",91,1
"12625",96,0
"12626",95,0
"12627",93,1
"12628",95,0
"12629",100,0
"12630",95,1
"12631",95,0
"12632",100,0
"12633",100,0
"12634",97,1
"12635",100,0
"12636",90,1
"12637",95,0
"12638",88,1
"12639",100,0
"12640",99,0
"12641",86,1
"12642",100,0
"12643",90,1
"12644",92,1
"12645",85,0
"12646",98,0
"12647",100,0
"12648",98,0
"12649",94,1
"12650",97,1
"12651",85,1
"12652",100,0
"12653",100,0
"12654",91,1
"12655",93,0
"12656",100,0
"12657",100,0
"12658",93,1
"12659",100,0
"12660",90,1
"12661",96,0
"12662",86,0
"12663",100,0
"12664",100,0
"12665",96,0
"12666",100,0
"12667",80,0
"12668",80,0
"12669",100,0
"12670",98,1
"12671",89,0
"12672",95,1
"12673",85,1
"12674",80,0
"12675",80,0
"12676",100,0
"12677",91,0
"12678",96,0
"12679",100,0
"12680",80,0
"12681",96,1
"12682",91,1
"12683",99,0
"12684",97,0
"12685",98,0
"12686",100,0
"12687",100,0
"12688",100,0
"12689",98,0
"12690",97,1
"12691",100,0
"12692",98,0
"12693",80,0
"12694",100,0
"12695",96,1
"12696",100,0
"12697",100,0
"12698",96,0
"12699",90,1
"12700",96,0
"12701",100,0
"12702",100,0
"12703",89,0
"12704",98,0
"12705",100,1
"12706",94,0
"12707",98,0
"12708",93,0
"12709",80,0
"12710",97,1
"12711",100,0
"12712",99,1
"12713",99,0
"12714",90,0
"12715",100,0
"12716",100,0
"12717",96,0
"12718",67,0
"12719",100,1
"12720",94,0
"12721",96,1
"12722",100,0
"12723",96,1
"12724",98,1
"12725",97,0
"12726",96,0
"12727",97,1
"12728",95,0
"12729",100,0
"12730",98,1
"12731",100,0
"12732",90,0
"12733",100,0
"12734",100,0
"12735",96,1
"12736",100,0
"12737",100,0
"12738",97,0
"12739",97,1
"12740",95,1
"12741",98,1
"12742",100,0
"12743",100,0
"12744",100,0
"12745",93,0
"12746",95,0
"12747",98,0
"12748",100,0
"12749",80,0
"12750",96,0
"12751",100,0
"12752",90,0
"12753",87,0
"12754",83,1
"12755",95,0
"12756",93,1
"12757",100,0
"12758",100,0
"12759",100,0
"12760",91,0
"12761",100,0
"12762",72,0
"12763",90,0
"12764",97,0
"12765",100,0
"12766",89,0
"12767",97,0
"12768",97,0
"12769",100,1
"12770",97,0
"12771",100,1
"12772",100,0
"12773",80,0
"12774",93,0
"12775",98,1
"12776",100,0
"12777",40,0
"12778",88,1
"12779",100,0
"12780",98,1
"12781",94,0
"12782",100,0
"12783",95,0
"12784",99,0
"12785",91,0
"12786",98,0
"12787",89,0
"12788",93,0
"12789",98,1
"12790",100,0
"12791",99,0
"12792",100,0
"12793",95,0
"12794",100,0
"12795",100,1
"12796",100,0
"12797",100,1
"12798",90,1
"12799",88,0
"12800",94,0
"12801",91,0
"12802",96,0
"12803",100,0
"12804",100,0
"12805",95,0
"12806",96,0
"12807",99,1
"12808",86,0
"12809",100,0
"12810",94,1
"12811",95,0
"12812",91,1
"12813",100,0
"12814",80,0
"12815",100,0
"12816",99,0
"12817",100,0
"12818",91,1
"12819",90,0
"12820",97,0
"12821",88,0
"12822",100,0
"12823",100,0
"12824",92,0
"12825",93,0
"12826",100,0
"12827",100,0
"12828",93,0
"12829",89,0
"12830",98,0
"12831",100,0
"12832",97,0
"12833",90,0
"12834",100,0
"12835",100,0
"12836",83,0
"12837",93,0
"12838",100,0
"12839",91,0
"12840",87,1
"12841",92,0
"12842",100,0
"12843",99,1
"12844",87,1
"12845",93,0
"12846",90,0
"12847",95,1
"12848",73,0
"12849",99,0
"12850",98,0
"12851",100,1
"12852",97,1
"12853",97,0
"12854",100,0
"12855",100,0
"12856",97,1
"12857",83,0
"12858",96,0
"12859",90,1
"12860",100,0
"12861",94,1
"12862",96,0
"12863",98,0
"12864",91,1
"12865",95,0
"12866",93,0
"12867",69,0
"12868",100,0
"12869",100,0
"12870",70,0
"12871",89,0
"12872",95,0
"12873",100,0
"12874",99,1
"12875",100,0
"12876",84,1
"12877",100,1
"12878",86,1
"12879",98,0
"12880",96,0
"12881",83,1
"12882",94,0
"12883",100,0
"12884",100,0
"12885",100,0
"12886",100,0
"12887",82,1
"12888",100,0
"12889",95,0
"12890",100,0
"12891",100,0
"12892",95,1
"12893",93,0
"12894",100,0
"12895",99,0
"12896",90,0
"12897",98,1
"12898",88,0
"12899",94,0
"12900",75,1
"12901",96,1
"12902",92,0
"12903",91,1
"12904",100,0
"12905",88,0
"12906",100,1
"12907",100,0
"12908",98,1
"12909",94,1
"12910",99,0
"12911",100,0
"12912",100,0
"12913",100,0
"12914",94,1
"12915",89,1
"12916",100,0
"12917",100,0
"12918",100,0
"12919",100,1
"12920",92,0
"12921",92,0
"12922",96,0
"12923",80,0
"12924",100,0
"12925",100,0
"12926",87,0
"12927",100,0
"12928",95,0
"12929",80,0
"12930",96,0
"12931",100,0
"12932",82,0
"12933",99,0
"12934",100,0
"12935",100,0
"12936",98,0
"12937",100,0
"12938",99,0
"12939",93,1
"12940",95,0
"12941",100,0
"12942",96,0
"12943",93,0
"12944",100,0
"12945",100,0
"12946",96,1
"12947",92,0
"12948",87,0
"12949",87,0
"12950",100,0
"12951",100,0
"12952",98,0
"12953",93,0
"12954",97,1
"12955",100,0
"12956",96,0
"12957",73,0
"12958",95,1
"12959",97,1
"12960",93,0
"12961",100,0
"12962",100,1
"12963",98,0
"12964",98,1
"12965",99,0
"12966",100,0
"12967",95,1
"12968",100,0
"12969",90,0
"12970",100,1
"12971",83,0
"12972",100,0
"12973",100,0
"12974",100,0
"12975",100,0
"12976",98,0
"12977",93,0
"12978",97,1
"12979",94,1
"12980",98,1
"12981",100,0
"12982",99,1
"12983",97,0
"12984",92,1
"12985",40,0
"12986",96,0
"12987",100,0
"12988",89,0
"12989",98,1
"12990",98,0
"12991",100,0
"12992",88,0
"12993",96,0
"12994",80,0
"12995",84,0
"12996",98,1
"12997",100,0
"12998",91,1
"12999",95,0
"13000",98,1
"13001",100,0
"13002",100,0
"13003",100,1
"13004",100,1
"13005",97,1
"13006",35,0
"13007",98,0
"13008",81,1
"13009",93,0
"13010",93,0
"13011",98,1
"13012",100,0
"13013",96,1
"13014",100,0
"13015",100,0
"13016",100,0
"13017",89,1
"13018",96,1
"13019",70,0
"13020",97,0
"13021",100,0
"13022",97,1
"13023",97,0
"13024",100,0
"13025",91,0
"13026",95,0
"13027",100,0
"13028",87,1
"13029",95,0
"13030",97,1
"13031",98,1
"13032",90,1
"13033",89,0
"13034",93,0
"13035",100,0
"13036",98,1
"13037",98,0
"13038",91,1
"13039",95,1
"13040",100,1
"13041",100,0
"13042",94,0
"13043",98,0
"13044",83,0
"13045",88,0
"13046",99,0
"13047",100,0
"13048",95,0
"13049",89,1
"13050",100,0
"13051",100,0
"13052",97,0
"13053",100,0
"13054",100,0
"13055",100,0
"13056",95,0
"13057",97,0
"13058",99,0
"13059",100,0
"13060",84,0
"13061",100,0
"13062",100,1
"13063",95,0
"13064",100,0
"13065",97,1
"13066",97,0
"13067",87,0
"13068",90,1
"13069",93,0
"13070",100,0
"13071",95,0
"13072",99,0
"13073",97,1
"13074",100,0
"13075",97,1
"13076",100,0
"13077",100,0
"13078",96,0
"13079",90,0
"13080",100,1
"13081",100,0
"13082",98,1
"13083",98,0
"13084",97,0
"13085",99,1
"13086",80,0
"13087",98,0
"13088",80,0
"13089",87,0
"13090",88,1
"13091",99,1
"13092",100,0
"13093",99,0
"13094",93,0
"13095",96,0
"13096",96,1
"13097",85,1
"13098",84,0
"13099",100,0
"13100",83,1
"13101",87,0
"13102",100,0
"13103",93,0
"13104",100,0
"13105",100,0
"13106",100,0
"13107",80,0
"13108",91,0
"13109",100,0
"13110",100,0
"13111",100,0
"13112",100,0
"13113",90,0
"13114",98,1
"13115",73,0
"13116",97,1
"13117",98,0
"13118",95,0
"13119",80,0
"13120",100,0
"13121",94,0
"13122",99,1
"13123",91,0
"13124",96,0
"13125",100,0
"13126",93,0
"13127",95,1
"13128",98,1
"13129",100,0
"13130",94,1
"13131",92,0
"13132",87,0
"13133",96,0
"13134",84,0
"13135",99,0
"13136",100,0
"13137",94,1
"13138",70,1
"13139",100,0
"13140",96,0
"13141",89,1
"13142",97,0
"13143",93,0
"13144",99,1
"13145",97,1
"13146",94,0
"13147",100,0
"13148",100,0
"13149",92,0
"13150",100,1
"13151",98,1
"13152",94,0
"13153",100,0
"13154",100,0
"13155",100,0
"13156",98,1
"13157",94,1
"13158",100,1
"13159",94,0
"13160",99,1
"13161",97,0
"13162",98,1
"13163",99,1
"13164",94,0
"13165",98,0
"13166",93,1
"13167",100,0
"13168",100,0
"13169",100,0
"13170",100,0
"13171",100,0
"13172",83,1
"13173",99,1
"13174",100,0
"13175",95,1
"13176",98,0
"13177",96,1
"13178",88,0
"13179",97,0
"13180",100,1
"13181",94,0
"13182",80,0
"13183",98,1
"13184",83,0
"13185",89,1
"13186",100,0
"13187",97,0
"13188",100,0
"13189",93,1
"13190",98,0
"13191",87,1
"13192",97,1
"13193",91,0
"13194",100,0
"13195",90,0
"13196",99,1
"13197",97,1
"13198",100,0
"13199",80,1
"13200",80,0
"13201",97,1
"13202",97,0
"13203",96,1
"13204",80,0
"13205",96,0
"13206",98,0
"13207",90,0
"13208",60,0
"13209",100,0
"13210",96,0
"13211",98,0
"13212",100,1
"13213",96,1
"13214",100,0
"13215",93,1
"13216",95,0
"13217",100,0
"13218",95,0
"13219",100,0
"13220",93,0
"13221",93,0
"13222",92,0
"13223",100,0
"13224",91,0
"13225",97,0
"13226",100,0
"13227",100,0
"13228",100,0
"13229",98,0
"13230",99,0
"13231",95,0
"13232",99,1
"13233",100,1
"13234",98,0
"13235",100,0
"13236",98,0
"13237",100,0
"13238",100,0
"13239",87,0
"13240",98,0
"13241",98,1
"13242",95,0
"13243",80,0
"13244",92,0
"13245",100,0
"13246",100,0
"13247",98,1
"13248",90,0
"13249",98,0
"13250",100,0
"13251",99,1
"13252",99,0
"13253",92,0
"13254",93,0
"13255",98,0
"13256",94,1
"13257",100,0
"13258",100,0
"13259",80,0
"13260",100,0
"13261",98,0
"13262",100,0
"13263",98,0
"13264",100,0
"13265",100,0
"13266",100,0
"13267",98,1
"13268",95,0
"13269",100,0
"13270",100,0
"13271",96,1
"13272",99,0
"13273",100,0
"13274",98,0
"13275",80,0
"13276",91,1
"13277",98,0
"13278",93,0
"13279",100,0
"13280",80,0
"13281",98,1
"13282",98,1
"13283",100,0
"13284",100,0
"13285",81,0
"13286",97,0
"13287",90,0
"13288",100,0
"13289",96,0
"13290",93,0
"13291",100,0
"13292",90,0
"13293",100,0
"13294",80,0
"13295",98,0
"13296",96,1
"13297",96,0
"13298",87,0
"13299",80,0
"13300",97,0
"13301",93,0
"13302",100,0
"13303",98,0
"13304",100,0
"13305",80,0
"13306",91,0
"13307",94,0
"13308",83,1
"13309",96,0
"13310",95,0
"13311",100,0
"13312",100,0
"13313",93,0
"13314",100,0
"13315",91,0
"13316",97,0
"13317",100,0
"13318",30,0
"13319",99,1
"13320",95,1
"13321",99,1
"13322",100,1
"13323",96,0
"13324",100,0
"13325",91,0
"13326",95,0
"13327",84,1
"13328",93,0
"13329",100,0
"13330",100,0
"13331",99,1
"13332",93,1
"13333",96,1
"13334",99,0
"13335",99,0
"13336",91,1
"13337",70,0
"13338",99,1
"13339",100,0
"13340",100,0
"13341",97,0
"13342",88,0
"13343",89,0
"13344",99,1
"13345",97,0
"13346",100,1
"13347",92,0
"13348",100,0
"13349",97,0
"13350",100,0
"13351",92,0
"13352",88,1
"13353",87,0
"13354",100,0
"13355",100,0
"13356",97,1
"13357",93,0
"13358",98,1
"13359",95,0
"13360",100,0
"13361",100,0
"13362",100,0
"13363",93,0
"13364",100,0
"13365",91,0
"13366",98,1
"13367",100,0
"13368",100,0
"13369",97,0
"13370",95,0
"13371",98,0
"13372",90,0
"13373",87,0
"13374",97,0
"13375",69,0
"13376",70,0
"13377",98,1
"13378",94,1
"13379",97,1
"13380",100,0
"13381",98,0
"13382",90,0
"13383",100,0
"13384",99,0
"13385",95,0
"13386",100,1
"13387",96,1
"13388",80,0
"13389",94,0
"13390",89,0
"13391",98,0
"13392",96,0
"13393",100,0
"13394",90,0
"13395",92,0
"13396",93,0
"13397",98,0
"13398",100,0
"13399",76,0
"13400",100,0
"13401",96,0
"13402",94,1
"13403",100,0
"13404",100,0
"13405",95,0
"13406",100,0
"13407",81,1
"13408",98,1
"13409",99,0
"13410",89,0
"13411",95,1
"13412",100,0
"13413",100,0
"13414",80,0
"13415",96,0
"13416",98,0
"13417",97,0
"13418",82,0
"13419",94,1
"13420",92,0
"13421",80,0
"13422",99,1
"13423",96,0
"13424",100,0
"13425",100,0
"13426",98,0
"13427",93,0
"13428",95,1
"13429",80,0
"13430",100,0
"13431",98,1
"13432",100,0
"13433",100,0
"13434",92,0
"13435",85,0
"13436",97,1
"13437",88,0
"13438",98,0
"13439",99,1
"13440",98,0
"13441",90,1
"13442",94,0
"13443",99,0
"13444",99,0
"13445",86,0
"13446",98,0
"13447",94,1
"13448",100,0
"13449",100,0
"13450",94,0
"13451",100,0
"13452",100,0
"13453",99,1
"13454",90,0
"13455",78,0
"13456",90,0
"13457",93,0
"13458",98,1
"13459",99,1
"13460",97,0
"13461",97,1
"13462",95,0
"13463",97,1
"13464",97,1
"13465",100,0
"13466",100,0
"13467",73,0
"13468",100,0
"13469",100,0
"13470",98,0
"13471",97,0
"13472",89,1
"13473",98,0
"13474",94,0
"13475",95,1
"13476",83,0
"13477",95,1
"13478",91,0
"13479",100,0
"13480",94,1
"13481",95,0
"13482",99,0
"13483",80,0
"13484",80,0
"13485",100,0
"13486",91,1
"13487",97,1
"13488",97,1
"13489",93,0
"13490",97,1
"13491",93,1
"13492",91,1
"13493",100,0
"13494",100,0
"13495",94,1
"13496",99,0
"13497",90,0
"13498",98,1
"13499",93,0
"13500",97,1
"13501",87,0
"13502",100,0
"13503",90,0
"13504",95,0
"13505",97,0
"13506",98,1
"13507",96,0
"13508",93,0
"13509",95,0
"13510",92,1
"13511",95,1
"13512",85,1
"13513",92,1
"13514",100,0
"13515",100,0
"13516",100,0
"13517",93,0
"13518",92,1
"13519",97,0
"13520",97,1
"13521",100,0
"13522",100,0
"13523",100,0
"13524",93,0
"13525",95,0
"13526",92,1
"13527",94,0
"13528",90,0
"13529",100,0
"13530",95,0
"13531",91,0
"13532",92,0
"13533",98,1
"13534",100,0
"13535",97,0
"13536",100,0
"13537",90,0
"13538",100,0
"13539",90,0
"13540",90,0
"13541",100,0
"13542",97,1
"13543",95,0
"13544",100,0
"13545",90,0
"13546",94,1
"13547",99,1
"13548",77,1
"13549",96,0
"13550",88,0
"13551",100,0
"13552",89,0
"13553",99,1
"13554",100,1
"13555",90,0
"13556",87,0
"13557",100,0
"13558",100,0
"13559",98,1
"13560",95,0
"13561",100,0
"13562",100,0
"13563",96,0
"13564",100,0
"13565",80,0
"13566",100,0
"13567",100,1
"13568",97,0
"13569",100,0
"13570",100,0
"13571",98,0
"13572",90,0
"13573",94,0
"13574",95,1
"13575",100,0
"13576",100,0
"13577",100,0
"13578",87,1
"13579",92,0
"13580",96,0
"13581",100,0
"13582",96,0
"13583",100,0
"13584",NA,NA
"13585",100,0
"13586",60,0
"13587",91,0
"13588",92,0
"13589",100,0
"13590",87,1
"13591",94,1
"13592",100,0
"13593",87,0
"13594",95,1
"13595",95,0
"13596",91,1
"13597",100,0
"13598",90,0
"13599",100,0
"13600",97,0
"13601",90,0
"13602",100,0
"13603",94,0
"13604",96,0
"13605",96,1
"13606",98,0
"13607",97,0
"13608",100,0
"13609",85,0
"13610",97,0
"13611",98,0
"13612",90,1
"13613",93,0
"13614",94,0
"13615",94,0
"13616",100,0
"13617",97,1
"13618",97,0
"13619",98,1
"13620",100,0
"13621",93,0
"13622",90,0
"13623",93,0
"13624",98,0
"13625",100,0
"13626",86,0
"13627",98,0
"13628",93,1
"13629",89,1
"13630",97,0
"13631",97,0
"13632",92,1
"13633",100,0
"13634",96,1
"13635",98,0
"13636",98,0
"13637",94,0
"13638",80,0
"13639",100,1
"13640",76,0
"13641",95,0
"13642",100,0
"13643",100,0
"13644",95,0
"13645",100,0
"13646",96,1
"13647",100,0
"13648",88,1
"13649",90,0
"13650",100,0
"13651",96,1
"13652",94,0
"13653",100,0
"13654",98,0
"13655",60,0
"13656",80,0
"13657",99,0
"13658",97,0
"13659",93,0
"13660",99,0
"13661",98,0
"13662",98,0
"13663",91,0
"13664",100,0
"13665",99,1
"13666",92,0
"13667",80,0
"13668",99,1
"13669",84,0
"13670",100,0
"13671",100,0
"13672",97,1
"13673",98,1
"13674",100,0
"13675",90,0
"13676",100,0
"13677",93,0
"13678",96,0
"13679",100,0
"13680",100,0
"13681",78,1
"13682",98,1
"13683",99,0
"13684",94,0
"13685",100,0
"13686",80,0
"13687",89,1
"13688",95,0
"13689",92,0
"13690",97,0
"13691",94,0
"13692",95,0
"13693",100,0
"13694",100,0
"13695",96,1
"13696",87,0
"13697",85,0
"13698",99,0
"13699",95,0
"13700",100,0
"13701",85,0
"13702",98,0
"13703",90,1
"13704",76,0
"13705",93,0
"13706",96,1
"13707",94,0
"13708",100,0
"13709",94,1
"13710",92,0
"13711",93,0
"13712",89,0
"13713",96,0
"13714",100,0
"13715",90,0
"13716",100,0
"13717",98,0
"13718",99,1
"13719",100,0
"13720",99,0
"13721",100,0
"13722",95,1
"13723",100,0
"13724",99,1
"13725",94,0
"13726",99,1
"13727",93,0
"13728",100,0
"13729",88,0
"13730",80,1
"13731",94,0
"13732",60,0
"13733",96,0
"13734",100,0
"13735",88,0
"13736",93,0
"13737",97,1
"13738",93,0
"13739",100,0
"13740",100,0
"13741",88,0
"13742",90,0
"13743",98,0
"13744",99,0
"13745",93,1
"13746",97,0
"13747",94,1
"13748",100,0
"13749",100,1
"13750",93,1
"13751",94,1
"13752",85,0
"13753",99,1
"13754",100,0
"13755",100,1
"13756",91,0
"13757",91,0
"13758",98,0
"13759",89,1
"13760",98,0
"13761",95,1
"13762",90,0
"13763",100,1
"13764",100,0
"13765",97,0
"13766",96,0
"13767",85,1
"13768",96,0
"13769",90,0
"13770",94,0
"13771",100,0
"13772",100,1
"13773",93,0
"13774",80,0
"13775",100,0
"13776",94,0
"13777",97,0
"13778",87,0
"13779",92,0
"13780",89,1
"13781",100,1
"13782",98,0
"13783",94,1
"13784",98,1
"13785",100,0
"13786",100,0
"13787",96,0
"13788",93,1
"13789",90,0
"13790",96,0
"13791",100,0
"13792",96,1
"13793",93,0
"13794",100,0
"13795",100,0
"13796",100,0
"13797",96,1
"13798",98,0
"13799",100,0
"13800",100,1
"13801",97,1
"13802",100,0
"13803",94,0
"13804",97,0
"13805",100,0
"13806",100,0
"13807",87,0
"13808",92,0
"13809",94,0
"13810",100,0
"13811",90,0
"13812",100,0
"13813",98,0
"13814",93,0
"13815",100,0
"13816",98,0
"13817",98,0
"13818",91,0
"13819",100,0
"13820",90,0
"13821",96,1
"13822",95,0
"13823",96,0
"13824",95,0
"13825",80,1
"13826",95,1
"13827",96,0
"13828",93,1
"13829",95,1
"13830",98,0
"13831",96,0
"13832",94,0
"13833",100,0
"13834",97,0
"13835",96,0
"13836",91,1
"13837",95,0
"13838",93,1
"13839",97,1
"13840",94,0
"13841",93,1
"13842",100,0
"13843",20,0
"13844",100,0
"13845",95,0
"13846",98,0
"13847",86,0
"13848",98,0
"13849",98,1
"13850",100,0
"13851",100,0
"13852",100,0
"13853",80,0
"13854",98,1
"13855",93,1
"13856",92,1
"13857",96,0
"13858",96,1
"13859",98,0
"13860",93,0
"13861",76,0
"13862",96,0
"13863",99,1
"13864",92,0
"13865",100,0
"13866",82,1
"13867",95,0
"13868",98,0
"13869",96,1
"13870",95,1
"13871",88,1
"13872",99,0
"13873",88,0
"13874",100,0
"13875",99,0
"13876",95,0
"13877",100,0
"13878",100,0
"13879",80,0
"13880",97,0
"13881",90,1
"13882",60,0
"13883",97,1
"13884",86,0
"13885",99,0
"13886",90,0
"13887",95,0
"13888",92,0
"13889",100,0
"13890",100,0
"13891",97,0
"13892",96,0
"13893",95,1
"13894",97,0
"13895",92,0
"13896",60,0
"13897",100,0
"13898",97,0
"13899",100,0
"13900",99,1
"13901",93,0
"13902",87,1
"13903",78,0
"13904",88,0
"13905",95,0
"13906",100,0
"13907",99,0
"13908",100,0
"13909",100,0
"13910",68,0
"13911",98,0
"13912",100,0
"13913",96,1
"13914",98,1
"13915",80,0
"13916",98,1
"13917",80,0
"13918",100,1
"13919",93,0
"13920",89,0
"13921",100,0
"13922",100,1
"13923",100,0
"13924",100,0
"13925",100,0
"13926",100,0
"13927",95,0
"13928",91,0
"13929",100,0
"13930",100,0
"13931",100,0
"13932",99,0
"13933",94,0
"13934",100,0
"13935",97,0
"13936",100,0
"13937",66,0
"13938",100,0
"13939",100,0
"13940",95,1
"13941",100,0
"13942",94,1
"13943",95,0
"13944",100,0
"13945",97,0
"13946",95,1
"13947",98,1
"13948",89,0
"13949",96,0
"13950",100,0
"13951",100,0
"13952",95,0
"13953",86,1
"13954",100,0
"13955",95,0
"13956",95,1
"13957",99,0
"13958",67,0
"13959",99,0
"13960",96,1
"13961",100,0
"13962",93,1
"13963",100,0
"13964",100,0
"13965",98,0
"13966",100,0
"13967",100,0
"13968",83,0
"13969",86,0
"13970",93,1
"13971",100,1
"13972",80,0
"13973",100,0
"13974",96,0
"13975",100,0
"13976",97,0
"13977",90,0
"13978",95,1
"13979",98,0
"13980",97,0
"13981",96,0
"13982",91,0
"13983",100,0
"13984",98,0
"13985",95,0
"13986",100,1
"13987",80,0
"13988",100,0
"13989",96,0
"13990",95,0
"13991",99,0
"13992",97,0
"13993",76,1
"13994",100,0
"13995",96,1
"13996",98,1
"13997",94,0
"13998",95,1
"13999",100,0
"14000",100,0
"14001",82,1
"14002",100,0
"14003",100,0
"14004",100,0
"14005",88,0
"14006",100,0
"14007",100,0
"14008",84,0
"14009",87,0
"14010",100,0
"14011",99,1
"14012",100,0
"14013",98,1
"14014",100,0
"14015",94,0
"14016",100,0
"14017",96,1
"14018",90,0
"14019",100,0
"14020",80,0
"14021",92,0
"14022",100,0
"14023",95,1
"14024",100,1
"14025",100,0
"14026",100,1
"14027",88,0
"14028",100,0
"14029",100,0
"14030",100,0
"14031",84,0
"14032",99,1
"14033",100,0
"14034",98,0
"14035",98,0
"14036",60,0
"14037",100,0
"14038",95,1
"14039",90,0
"14040",100,1
"14041",100,0
"14042",96,0
"14043",100,1
"14044",97,0
"14045",97,0
"14046",92,0
"14047",95,0
"14048",100,0
"14049",97,1
"14050",96,0
"14051",93,0
"14052",95,0
"14053",98,1
"14054",98,1
"14055",91,0
"14056",86,0
"14057",90,0
"14058",100,0
"14059",87,0
"14060",100,0
"14061",100,0
"14062",100,0
"14063",100,0
"14064",91,0
"14065",95,0
"14066",96,1
"14067",88,0
"14068",88,0
"14069",97,1
"14070",95,1
"14071",98,0
"14072",88,1
"14073",97,1
"14074",96,1
"14075",100,1
"14076",100,0
"14077",94,0
"14078",100,0
"14079",100,0
"14080",95,0
"14081",100,0
"14082",100,0
"14083",98,0
"14084",93,0
"14085",99,0
"14086",97,0
"14087",100,0
"14088",87,0
"14089",77,0
"14090",92,0
"14091",97,1
"14092",100,0
"14093",94,0
